t_sec,q_nom_waist_roll_joint,q_nom_waist_pitch_joint,q_nom_left_shoulder_pitch_joint,q_nom_left_shoulder_roll_joint,q_nom_left_elbow_joint,q_nom_right_shoulder_pitch_joint,q_nom_right_shoulder_roll_joint,q_nom_right_elbow_joint,q_cbf_waist_roll_joint,q_cbf_waist_pitch_joint,q_cbf_left_shoulder_pitch_joint,q_cbf_left_shoulder_roll_joint,q_cbf_left_elbow_joint,q_cbf_right_shoulder_pitch_joint,q_cbf_right_shoulder_roll_joint,q_cbf_right_elbow_joint,correction_norm,hr_unsafe_clearance__left_arm__right_upper_arm,hr_safe_clearance__left_arm__right_upper_arm,hr_unsafe_clearance__left_arm__right_forearm_hand,hr_safe_clearance__left_arm__right_forearm_hand,hr_unsafe_clearance__left_upper_arm__right_upper_arm,hr_safe_clearance__left_upper_arm__right_upper_arm,hr_unsafe_clearance__left_upper_arm__right_forearm_hand,hr_safe_clearance__left_upper_arm__right_forearm_hand,hr_unsafe_clearance__torso__right_upper_arm,hr_safe_clearance__torso__right_upper_arm,hr_unsafe_clearance__torso__right_forearm_hand,hr_safe_clearance__torso__right_forearm_hand,hr_unsafe_clearance__left_arm__torso,hr_safe_clearance__left_arm__torso,hr_unsafe_clearance__left_upper_arm__torso,hr_safe_clearance__left_upper_arm__torso,hr_unsafe_clearance__left_arm__right_thigh,hr_safe_clearance__left_arm__right_thigh,hr_unsafe_clearance__torso__torso,hr_safe_clearance__torso__torso,hr_unsafe_global_min_clearance,hr_safe_global_min_clearance,hr_unsafe_global_min_pair,hr_safe_global_min_pair
41.42680171099124,-0.045017833543601705,0.05614154465884107,-0.9274016756282827,0.45797399011738193,1.543978006105592,0.016292780861306692,-0.01637965889018,1.425056023421021,-0.03497859514607062,0.05919666742509915,-0.9472476732294633,0.3719212625947437,1.55909939361173,0.09332487145449125,0.01633889235731534,1.2380768503449464,0.2238378201261035,0.4275851365379632,0.44491131795720634,0.4198816789739726,0.4362149445551043,0.4063587082144949,0.41104274507142274,0.413876930486653,0.42396312528477115,0.4979584269457864,0.499666388170226,0.4618201371908698,0.4612899824275738,0.4068083374445837,0.43082571672742426,0.4166689774252394,0.433757594719488,0.4231019266337261,0.44362297364210795,0.5507799859194178,0.5507535095687791,0.4063587082144949,0.41104274507142274,left_upper_arm__right_upper_arm,left_upper_arm__right_upper_arm
41.44680171099124,-0.04716666481860393,0.05665228759142273,-0.9265561682147495,0.46146108928582874,1.5416401368274515,0.016696790314483106,-0.01657762653261041,1.426214932453738,-0.03595515632812836,0.06086519918378884,-0.9484094472384285,0.3784072790913664,1.5573098147931161,0.0902396758487909,0.013385005554324914,1.2452664458003002,0.21636348283069398,0.42788317700074746,0.4451694152954639,0.4199141249658073,0.43636871635318825,0.4068965463585011,0.4120274803750044,0.4140613695126128,0.4246414804120016,0.49886862248228503,0.5008247856054205,0.4625436319848576,0.4619434623554777,0.4057429019046523,0.42965829851010456,0.41593036977410797,0.43292234297780824,0.4231420485847874,0.4435955644714082,0.5507753645515033,0.5507599329752325,0.4057429019046523,0.4120274803750044,left_arm__torso,left_upper_arm__right_upper_arm
41.466801710991234,-0.049015537372810364,0.05779813336472211,-0.926915134621077,0.463075117950222,1.5396720123247714,0.019155379787357874,-0.016266097365454733,1.4235795302775216,-0.036891069125587296,0.06208789344945091,-0.9487273156774864,0.38542384291413856,1.5555030302542756,0.08543799911102577,0.010262184928363949,1.2557023433859063,0.20050287509714904,0.42845996367739453,0.444966401977048,0.42036344752612914,0.43621429478090673,0.40728984032691323,0.4125648896073924,0.4145579079886779,0.4251204437934521,0.4996147907741787,0.5017301242680702,0.46302245986408685,0.4623762834456031,0.405357801940689,0.42818267199648546,0.41555122318190424,0.4318272308717714,0.4235272319340259,0.44308070423560314,0.5507684899075844,0.550765293330603,0.405357801940689,0.4125648896073924,left_arm__torso,left_upper_arm__right_upper_arm
41.48680171099124,-0.05124125827033363,0.06018483447335286,-0.92878969383985,0.4632515394278035,1.5374640272347002,0.0254324993453101,-0.015073838155520117,1.4146423469208163,-0.03779431925769802,0.06314932080182899,-0.9487955276588972,0.392409024546486,1.5537478058904193,0.08025867818411694,0.007175147341137339,1.2668217387771976,0.17670745465446355,0.4295973599372019,0.4447900682050436,0.4214056013271476,0.4361976976155198,0.40776009185317835,0.41300355122188476,0.41555929648492945,0.4257858721092039,0.5004622328734601,0.5027404022753789,0.4634528227969267,0.4627545822636615,0.4056150852118999,0.4266805412934975,0.41551149066764775,0.43073552826857947,0.4236887255657949,0.4418401209125498,0.5507566397171904,0.5507697710016687,0.4056150852118999,0.41300355122188476,left_arm__torso,left_upper_arm__right_upper_arm
41.50680171099124,-0.05359143740926289,0.06297062057058928,-0.9312266527095514,0.4628021438995627,1.5352235551243563,0.03308132201355073,-0.01352779720587019,1.403394264715855,-0.03844914372322046,0.06359429965459473,-0.9482919678585523,0.397737881960452,1.5525872578606905,0.07530940229576435,0.004891545633669522,1.2771772250495175,0.15201639196580513,0.4308539167748107,0.44469700333892986,0.42262816802255193,0.43635284981880745,0.408219685262229,0.41341135242715793,0.4167122185572432,0.42654595941529555,0.50134635088261,0.5038015006784391,0.46384790447036184,0.4630889545426865,0.4061164100011871,0.425448927250283,0.4156042779035896,0.4298833227763655,0.42394868637105004,0.4407218109398841,0.5507397913810326,0.5507725519639282,0.4061164100011871,0.41341135242715793,left_arm__torso,left_upper_arm__right_upper_arm
41.526801710991236,-0.05624835002176354,0.06671907818906876,-0.9351702247630588,0.46051605799307876,1.5329940845807615,0.044326298983895014,-0.01098724129362114,1.3860032779027767,-0.03910396818874268,0.06403927850736031,-0.9477884080582075,0.40306673937441617,1.5514267098309624,0.07036012640741354,0.002607943926202517,1.2875327113218336,0.1210766587829968,0.432638163912935,0.4445799792306378,0.424328911828785,0.43653177030356166,0.40874693655460975,0.4137813633720138,0.41825302851079244,0.4273689236166212,0.5023058389404276,0.5049397965843981,0.4641325802802466,0.46330648407105013,0.4072949320479908,0.424189045645128,0.41607208310891636,0.42901591910345144,0.4247208225555719,0.43955151217441174,0.5507153860045904,0.5507749870766903,0.4072949320479908,0.4137813633720138,left_arm__torso,left_upper_arm__right_upper_arm
41.54680171099123,-0.05879964930615472,0.07016548526738137,-0.9387588824596999,0.4581654819238382,1.5307589728940907,0.05513683070982855,-0.008759106048462643,1.3680742867560982,-0.03971751585761394,0.06422416199692044,-0.9469679024730722,0.408148385755387,1.550454422761574,0.0650604335807857,0.00042912025162569864,1.2994455867863535,0.09082530296871011,0.43429671074230863,0.444356764734082,0.42532312188191895,0.4360499120798011,0.40924143136814345,0.41416590630994315,0.4191944383783572,0.4276301251594124,0.5029860491224183,0.505788125750991,0.46419780928300325,0.4633054494247689,0.4084110584302964,0.4229163984873376,0.4165306669411056,0.4281610584949596,0.42549659611279783,0.4384216533676884,0.5506865539729043,0.5507769207209805,0.4084110584302964,0.41416590630994315,left_arm__torso,left_upper_arm__right_upper_arm
41.566801710991236,-0.06126088752218246,0.07335432074148193,-0.9420448892814062,0.4557599122940223,1.5285190507599,0.06557689212148049,-0.006797385464794906,1.3496865159654423,-0.04032235703498812,0.0643541837178365,-0.9460805436918487,0.4131778880522391,1.5495218454706434,0.059686827506492485,-0.0017276026514173141,1.3116869614770787,0.0655318159856355,0.43594802233289837,0.44415628862348006,0.42575670408246596,0.4350611614044048,0.409748640344417,0.4145950517708426,0.4196609208876951,0.42741905642539596,0.5034445437247744,0.5064098348112791,0.4641024286748012,0.46314330661748115,0.4094719487133445,0.42162716935484307,0.4169811587148395,0.4273084656646506,0.4262714439753195,0.43732449551834257,0.5506537404354866,0.5507785241298822,0.4094719487133445,0.4145950517708426,left_arm__torso,left_upper_arm__right_upper_arm
41.58680171099124,-0.06291909300242068,0.07488055090537456,-0.9431750011604529,0.4547527808874491,1.526803071692055,0.07125986203319244,-0.006382324284121661,1.3386869908942074,-0.04082054472348234,0.06402780436290491,-0.9444332313912912,0.41888063761472016,1.5487642617980184,0.0533833913184221,-0.004077847500917381,1.327149065807669,0.05324301038143733,0.43686968954936584,0.4435664930798801,0.42577390058642567,0.43389303812332464,0.41010635553105995,0.4148975519819474,0.41965842623542754,0.4267586433731804,0.5034779688222917,0.5065546443926259,0.4641667990973385,0.463165618289592,0.40982987440884305,0.4199969789598503,0.4170398270304973,0.4262112523655121,0.4269353539568092,0.4363969078217124,0.5506288608378489,0.5507795643206098,0.40982987440884305,0.4148975519819474,left_arm__torso,left_upper_arm__right_upper_arm
41.606801710991235,-0.06447958312189755,0.07620447041560442,-0.9440427774674914,0.45391581551445825,1.525150847541619,0.0763639752042346,-0.006155465121625389,1.3285864890678414,-0.0412682167902152,0.0634852540757233,-0.9424259728297927,0.42490226567409045,1.5480895625347626,0.04663954809985752,-0.006519752562870725,1.3441366444756708,0.05653859189640158,0.4376940762250367,0.44284372310739967,0.42574098589074744,0.43263205881205796,0.41044090403378003,0.41515243702516264,0.4196045437928913,0.4259710360638684,0.5034716462369767,0.5066527817270442,0.464246028126272,0.4632051904062594,0.41009984840574126,0.4182051875033694,0.41705342430814846,0.4250295159594402,0.4275713403844483,0.43538019784760845,0.5506034261108199,0.5507802980680431,0.41009984840574126,0.41515243702516264,left_arm__torso,left_upper_arm__right_upper_arm
